OBJECTID,Survey By,Date Audited,Type of Crosswalk,Width of Crosswalk,Cross Slope of Crosswalk,Crosswalk Paint Condition,GlobalID,created_user,created_date,last_edited_user,last_edited_date,Asset ID,x,y
1555,CW,12/3/2023 9:15:34 PM,L,10,2% - 5%,P,bf20cf35-2a4c-4f7a-acd6-74b016acdcb0,ENORTON,12/4/2023 4:17:17 PM,ENORTON,12/4/2023 4:17:17 PM,CRW-02007,1747667.43466914,676925.881772399
1556,JoS,6/27/2023 5:11:11 PM,L,10,2% - 5%,G,baf69211-ba30-42cc-b6f3-43d40b9acdd6,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00787,1736941.63394231,665086.728613481
1557,SD,8/15/2023 1:28:09 PM,L,10,> 5%,P,bd876319-e160-4b03-af40-5602c2965197,ENORTON,8/21/2023 4:38:46 PM,ENORTON,8/21/2023 4:38:46 PM,CRW-01462,1731356.86886513,657856.828375146
1558,TO,4/24/2023 2:53:12 PM,L,10,2% - 5%,G,d14dbd4c-1f89-484b-b4bc-e4ca957fdd53,VDR-JOMARTIN,5/1/2023 6:28:21 PM,ENORTON,7/25/2024 3:32:24 PM,CRW-00025,1732627.12911989,670825.448763311
1559,SD,9/5/2023 12:24:18 PM,T,9,<= 2%,F,9d5c559e-af90-4261-a967-7c377cbeeb65,ENORTON,9/11/2023 4:05:50 PM,ENORTON,7/15/2024 1:50:22 PM,CRW-01686,1730553.57158722,673237.202798054
1560,LW,9/5/2023 1:30:19 PM,L,10,<= 2%,P,e6fb8ff7-51ad-4ef6-ac8f-2e4499f56042,ENORTON,9/11/2023 4:05:50 PM,ENORTON,7/15/2024 1:50:22 PM,CRW-01695,1746529.68497613,652465.664616808
1561,LW,8/2/2023 4:50:03 PM,L,10,<= 2%,P,1d3cfd4c-e569-45da-af49-03816fd5021e,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:20:00 PM,CRW-01257,1731204.86720064,662895.951827064
1562,JoS,6/27/2023 3:36:03 PM,L,10,2% - 5%,F,d31a6738-b31c-4ec9-9535-ebc140e406e2,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00783,1736279.96564622,667252.586814567
1563,RL,6/29/2023 4:56:07 PM,L,10,<= 2%,F,71ca353f-aaea-40b8-b076-6e7731a83279,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:41:24 PM,CRW-00886,1735987.91111222,651231.494841054
1564,LN,7/4/2023 1:57:04 PM,L,10,<= 2%,G,5f58111e-a979-44b2-ba8b-26c15e6a8957,ENORTON,7/11/2023 5:30:19 PM,ENORTON,7/25/2024 12:33:36 PM,CRW-00926,1736261.74061705,652939.575414389
1565,JB,10/5/2023 3:49:25 PM,L,10,2% - 5%,G,bfab58fb-95fe-4629-8557-3c38621b560c,ENORTON,10/9/2023 3:25:06 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01852,1722230.72504397,664920.775861397
1566,JoS,8/9/2023 5:17:21 PM,L,6,> 5%,P,1c8e8395-8216-4a8c-a3dd-6e200aefdf1e,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/12/2024 1:24:07 PM,CRW-01374,1730649.17867947,659548.700975642
1567,LW,8/28/2023 11:58:01 AM,L,4,<= 2%,G,c061e7f4-130d-41f8-9a4f-e08eb7e7434e,ENORTON,9/6/2023 4:10:45 PM,ENORTON,7/15/2024 1:50:22 PM,CRW-01610,1746146.18738355,659159.213893726
1568,KB,7/21/2023 1:08:28 PM,L,10,> 5%,P,0b370639-9149-4cc9-b203-bd5f693b40fc,ENORTON,7/24/2023 3:48:55 PM,ENORTON,7/16/2024 4:41:23 PM,CRW-01126,1730364.91940548,653017.243566141
1569,,,L,10,,F,6a35084d-3efb-4516-ab43-3d1623cb42c2,ENORTON,7/25/2024 3:32:24 PM,ENORTON,7/25/2024 3:32:24 PM,CRW-02293,1741875.9488768,675618.932942733
1570,MT,6/8/2023 5:41:09 PM,,0,2% - 5%,P,b3ef2554-1bc6-4d2c-97dd-5295894d39a6,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 1:56:27 PM,CRW-00350,1735336.28971206,674312.710489556
1571,JSw,10/11/2023 3:06:00 PM,NC,0,<= 2%,NA,4f9b03be-6359-4a7c-8884-4fb02decc8f0,ENORTON,10/19/2023 3:36:47 PM,ENORTON,10/19/2023 3:36:47 PM,CRW-01880,1751010.13106772,670789.551197305
1572,LW,8/3/2023 11:58:15 AM,L,10,2% - 5%,F,56b10363-0ddf-4b66-9a81-70298cb0e61a,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:20:00 PM,CRW-01277,1730126.20170705,663237.432443306
1573,CW,6/22/2023 9:57:02 PM,L,10,2% - 5%,G,016a99ce-88d7-44ed-87ea-fdaa4f40a0c4,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00597,1738353.26432113,664890.299216315
1574,MM,6/29/2023 12:23:27 PM,L,10,<= 2%,P,9b5352e1-ab16-4378-b84d-8e57781a6827,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00870,1734067.12000631,667299.269463971
1575,KB,10/12/2023 12:13:07 PM,NC,0,> 5%,NA,b2ddfd9c-cdfb-4d88-b266-c87b6211846e,ENORTON,10/19/2023 3:36:47 PM,ENORTON,10/19/2023 3:36:47 PM,CRW-01882,1723354.28874172,665465.374837816
1576,RL,6/21/2023 6:34:02 PM,L,10,<= 2%,P,dc261f3d-5667-4ca4-a28f-749b6a1256ac,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00573,1738111.40161589,669048.727251142
1577,JoS,8/2/2023 7:24:06 PM,L,10,> 5%,G,302911e6-5032-4a81-a329-cdd82a98e315,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:20:00 PM,CRW-01270,1727531.39521688,659315.053805143
1578,JE,6/8/2023 4:46:02 PM,L,10,2% - 5%,G,3bf29fb9-5e15-421b-97fe-c9465d1a5506,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 1:56:27 PM,CRW-00347,1736974.36812881,665157.007016227
1579,CW,7/25/2023 7:43:53 PM,L,10,2% - 5%,F,cb01dfbb-55cc-4dc0-9da6-edf85d96c0b1,ENORTON,8/1/2023 6:23:49 PM,ENORTON,8/1/2023 6:23:49 PM,CRW-01166,1731247.26114473,664838.148730054
1580,JoS,9/8/2023 4:20:06 PM,L,10,2% - 5%,P,1c8c99f2-931a-4a51-be79-0f588b90970e,ENORTON,9/11/2023 4:05:50 PM,ENORTON,9/11/2023 4:05:50 PM,CRW-01733,1733520.96525872,662367.038842887
1581,JoS,7/11/2023 4:29:14 PM,L,10,2% - 5%,P,44811b1a-6a48-4634-9149-f94b383fbbce,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/16/2024 4:56:47 PM,CRW-01032,1730375.30750805,661533.25409314
1582,CW,5/25/2023 7:53:06 PM,T,12,2% - 5%,P,ff897a41-123e-4522-b350-0d0ce9d54bf7,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 2:36:41 PM,CRW-00165,1739775.77492756,664752.128232807
1583,MM,5/31/2023 8:03:06 PM,T,9,<= 2%,G,ac328889-d034-490d-bf10-c76dbb97b9e1,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/25/2024 2:25:53 PM,CRW-00265,1734623.6149563,673940.539974064
1584,MM,6/14/2023 12:04:02 PM,L,10,<= 2%,G,d58f1f01-47c8-4b39-accc-5e0ba3dfc405,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/25/2024 1:51:08 PM,CRW-00422,1735280.75603047,671761.584030151
1585,RL,6/26/2023 7:30:30 PM,L,10,<= 2%,P,1c168261-ca2d-46f9-b213-2bb7bf34b797,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00770,1732919.46777405,666660.66247347
1586,SD,8/16/2023 12:31:07 PM,L,10,<= 2%,P,e8745c1e-c40c-4ed9-aa04-9e09d4613937,ENORTON,8/21/2023 4:38:46 PM,ENORTON,7/11/2024 7:18:21 PM,CRW-01480,1730776.12822872,658677.493400484
1587,JE,6/20/2023 5:25:20 PM,L,10,2% - 5%,G,23b7e879-6a6e-42a0-a0a7-d3719833610c,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:10:40 PM,CRW-00545,1737633.53085247,666690.704408139
1588,JoS,7/6/2023 5:50:05 PM,L,10,> 5%,P,8b9c14f0-de9c-42d9-be86-3ddf4c21ca5c,ENORTON,7/11/2023 5:30:19 PM,ENORTON,7/16/2024 4:59:06 PM,CRW-00980,1730678.77015571,662311.170844391
1589,KB,8/21/2023 4:51:16 PM,T,9,> 5%,G,fb8d331f-b9b5-45f9-81c7-a6ade4f604e4,ENORTON,8/28/2023 5:37:19 PM,ENORTON,7/15/2024 2:38:04 PM,CRW-01553,1740618.40677246,659259.126751646
1590,RL,6/19/2023 3:42:01 PM,T,13,<= 2%,G,58da2097-ae9a-4640-9da9-3e30a32e3537,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:24:33 PM,CRW-00500,1736696.54749022,668937.655950978
1591,KB,7/27/2023 12:13:34 PM,L,10,> 5%,G,08422d59-2460-4907-9b48-f134acc78c4d,ENORTON,8/1/2023 6:23:49 PM,ENORTON,7/16/2024 4:27:35 PM,CRW-01177,1735913.64452846,658538.113757983
1592,CW,12/9/2023 9:31:00 PM,L,10,2% - 5%,F,2aa357d5-a8b8-4126-9b71-acdbced6be7e,ENORTON,12/11/2023 6:52:58 PM,ENORTON,7/15/2024 1:05:51 PM,CRW-02051,1748611.12864789,676951.914528728
1593,KB,7/4/2023 12:00:09 PM,L,10,<= 2%,P,07c63cb6-c4c7-4e1e-a3e7-a50da85414f1,ENORTON,7/11/2023 5:30:19 PM,ENORTON,7/25/2024 12:41:24 PM,CRW-00915,1734687.51049781,650253.560773313
1594,JS,6/2/2023 3:40:06 PM,L,10,2% - 5%,P,4db5e656-2e78-4293-a6c7-32a89370b79a,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/25/2024 2:25:53 PM,CRW-00294,1737451.74578297,665348.909191474
1595,KB,6/28/2023 2:22:07 PM,L,10,2% - 5%,P,86cd9cbe-d61a-4bf2-9ccb-2dac05c85158,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00825,1734508.41079038,664883.926853731
1596,JoS,8/29/2023 4:55:01 PM,L,10,> 5%,G,96a0b8cb-c8b8-46c7-9c84-393319e283b2,ENORTON,9/6/2023 4:10:45 PM,ENORTON,9/6/2023 4:10:45 PM,CRW-01634,1732878.32940489,661256.843884811
1597,CW,6/26/2023 11:35:12 PM,L,12,2% - 5%,P,7d896270-ac33-44e1-b8b1-57fc9293a573,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00774,1735430.39122988,664843.835070387
1598,CW,5/26/2023 7:35:16 PM,T,12,2% - 5%,F,02d4c22f-43a8-4c31-b309-616e0a033e0c,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 2:36:41 PM,CRW-00193,1745474.67494705,671808.196141645
1599,LW,10/12/2023 3:53:03 PM,L,10,<= 2%,P,8e98e09c-a507-4519-ab04-31b10ce30401,ENORTON,10/19/2023 3:36:47 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01895,1752001.15762897,676346.293692723
1600,JoS,7/21/2023 5:01:01 PM,L,10,> 5%,G,b40a1780-398d-49c9-ae0a-3a0471f1287b,ENORTON,7/24/2023 3:48:55 PM,ENORTON,7/15/2024 4:52:47 PM,CRW-01132,1727473.78608014,661014.072716817
1601,CW,5/30/2023 2:26:11 PM,L,10,<= 2%,G,78141617-17df-46ce-bd52-f2b4167e7dcd,ENORTON,6/5/2023 11:20:39 PM,ENORTON,6/5/2023 11:20:39 PM,CRW-00225,1739389.69531913,666996.383586809
1602,JoS,8/22/2023 3:27:19 PM,T,8,2% - 5%,F,6bd2d631-13f6-4656-96fa-5d64ec0049bf,ENORTON,8/28/2023 5:37:19 PM,ENORTON,7/15/2024 2:38:04 PM,CRW-01576,1734235.64624405,661704.79902564
1603,TR,10/10/2023 5:17:11 PM,L,10,<= 2%,F,ec25cbe6-cd7a-4b03-8f98-10c6b31c5e7c,ENORTON,10/19/2023 3:36:47 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01866,1750160.15671781,671814.396916643
1604,RL,6/7/2023 5:42:04 PM,T,8,> 5%,P,e688a997-6e3f-4092-9676-c49648957790,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 1:56:27 PM,CRW-00333,1734283.91845722,675717.355974227
1605,JoS,8/1/2023 7:01:00 PM,L,10,2% - 5%,G,44c23662-5d06-4c6a-9559-185787e57996,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:27:35 PM,CRW-01226,1727999.71284981,659114.201844648
1606,CW,5/30/2023 1:05:32 PM,L,10,2% - 5%,G,4270b30b-c52e-4bef-8905-75213d3c22c9,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/25/2024 2:36:41 PM,CRW-00207,1739459.75685881,666351.48986347
1607,CW,7/14/2023 10:07:20 PM,L,13,2% - 5%,F,2b9e2164-57a8-439d-80ab-1e577e476a4e,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/17/2023 4:49:20 PM,CRW-01093,1730622.38378556,668698.419552818
1608,KB,6/28/2023 6:23:36 PM,L,10,2% - 5%,G,43ab438f-dbfd-461f-afaf-8b00bf50c559,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00849,1735089.30661023,665988.31014365
1609,KB,9/21/2023 12:16:27 PM,T,10,2% - 5%,P,2d1b2feb-0a88-482e-900d-435ae6e50398,ENORTON,9/28/2023 2:05:56 PM,ENORTON,9/28/2023 2:05:56 PM,CRW-01784,1730140.55797756,673252.053490147
1610,LW,8/10/2023 1:34:35 PM,L,10,<= 2%,G,1f2eccbb-b0d5-480a-9951-3fa02baa96d2,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/16/2024 3:44:11 PM,CRW-01383,1733996.27401939,663623.975305393
1611,CW,8/20/2023 9:40:23 PM,L,10,<= 2%,G,f26051df-6233-4e5b-96de-f28a4e0b7cb8,ENORTON,8/21/2023 4:38:46 PM,ENORTON,8/21/2023 4:38:46 PM,CRW-01543,1741875.25268397,659600.429546729
1612,CW,7/14/2023 11:10:00 PM,L,10,2% - 5%,F,63e80c86-092c-4e29-b783-c932773b0f40,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/17/2023 4:49:20 PM,CRW-01097,1730133.22990821,668068.315169975
1613,TR,9/5/2023 3:47:19 PM,L,10,<= 2%,G,327a9b04-f4b7-4c77-b5fb-c8f4a681bcb9,ENORTON,9/11/2023 4:05:50 PM,ENORTON,7/15/2024 1:47:09 PM,CRW-01710,1742626.19540781,655920.605213478
1614,KB,9/29/2023 2:48:03 PM,L,10,2% - 5%,P,47ab47c0-b629-410a-9f71-0e485209a842,ENORTON,10/2/2023 4:52:19 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01817,1726129.46888688,676129.293142483
1615,CW,5/30/2023 4:14:11 PM,L,10,2% - 5%,G,8af6d4f4-dfc3-4c0e-b3cf-bce40b19886e,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/17/2024 5:08:36 PM,CRW-00252,1738545.06938373,667173.990515053
1616,CW,7/24/2023 3:54:31 PM,L,10,2% - 5%,G,f7cc56c1-e185-47a5-91d9-88ab3ec466c4,ENORTON,8/1/2023 6:23:49 PM,ENORTON,8/1/2023 6:23:49 PM,CRW-01147,1730301.8361983,669700.433952972
1617,TM,8/29/2023 2:17:16 PM,L,11,2% - 5%,G,7d1dfa25-468b-4773-ba71-36d347163358,ENORTON,9/6/2023 4:10:45 PM,ENORTON,7/15/2024 1:50:22 PM,CRW-01629,1727348.33816831,675187.318976566
1618,KB,7/4/2023 1:13:27 PM,L,10,<= 2%,G,b6300165-ec63-4e9a-b5fb-f7776b5adca7,ENORTON,7/11/2023 5:30:19 PM,ENORTON,7/25/2024 12:41:24 PM,CRW-00920,1732873.60500489,650244.169715971
1619,KB,12/5/2023 2:58:17 PM,T,8,2% - 5%,P,99eeb187-8f2e-4ff6-b384-da33769c1814,ENORTON,12/11/2023 6:52:58 PM,ENORTON,12/11/2023 6:52:58 PM,CRW-02023,1740954.83195263,671917.673612982
1620,AD,7/12/2023 1:58:31 PM,L,10,> 5%,G,8f0576d3-374c-442f-bb22-5da09431fa14,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/16/2024 4:53:47 PM,CRW-01049,1733613.35385346,655288.492304474
1621,MM,6/1/2023 2:36:25 PM,T,9,<= 2%,P,7639ca69-e401-4756-8713-9b480df14de3,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/25/2024 2:25:53 PM,CRW-00269,1734957.75897305,673335.308901057
1622,JE,4/14/2023 5:18:10 PM,L,10,<= 2%,G,12bda39a-1740-410c-ba40-0372ef41b130,VDR-JOMARTIN,5/1/2023 5:59:48 PM,ENORTON,7/25/2024 3:32:24 PM,CRW-00010,1743656.12773114,675220.49771598
1623,CW,6/22/2023 7:55:35 PM,L,10,2% - 5%,F,4e04d448-b40d-40c9-84fb-372a57517b12,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 12:59:47 PM,CRW-00587,1736013.58527347,663713.529588223
1624,JoS,7/18/2023 6:35:20 PM,L,10,> 5%,F,c23338a5-4629-47bc-a684-87325bd3a58b,ENORTON,7/24/2023 3:48:55 PM,ENORTON,7/16/2024 4:47:32 PM,CRW-01104,1730379.99516273,661477.097709388
1625,JS,6/2/2023 4:34:47 PM,L,10,2% - 5%,P,62c51067-48cc-46f1-9480-49eeb197b509,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/25/2024 2:25:53 PM,CRW-00291,1737606.79337314,665486.202880144
1626,JoS,7/24/2023 2:38:17 PM,L,10,2% - 5%,F,31bce0b4-b686-455a-be0d-9b00b8ffb4a6,ENORTON,8/1/2023 6:23:49 PM,ENORTON,7/16/2024 4:41:23 PM,CRW-01142,1726986.37301297,662217.911844566
1627,JE,6/20/2023 5:24:29 PM,L,9,2% - 5%,G,b039f7e9-9931-4bb4-97c6-865d7829c7a6,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:10:40 PM,CRW-00544,1737646.60661373,666724.921859398
1628,CW,5/30/2023 4:13:27 PM,L,10,2% - 5%,G,263ef218-23f3-418a-9748-5e38018723f7,ENORTON,6/5/2023 11:20:39 PM,ENORTON,7/25/2024 2:25:53 PM,CRW-00251,1738574.27700247,667166.849453226
1629,TO,4/25/2023 5:06:29 PM,L,10,2% - 5%,G,904461ed-bfb9-4984-af7f-544fe5f54600,VDR-JOMARTIN,5/1/2023 6:28:21 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00040,1734256.70197622,671302.144004151
1630,KB,7/20/2023 1:32:35 PM,L,10,<= 2%,F,d436823d-f4f5-4a83-a282-b9464e7e9889,ENORTON,7/24/2023 3:48:55 PM,ENORTON,7/16/2024 4:41:23 PM,CRW-01121,1732263.56980763,656083.788942233
1631,LN,7/4/2023 11:53:00 AM,L,10,<= 2%,F,e671c3d6-7013-4718-b124-34c382460b8b,ENORTON,7/11/2023 5:30:19 PM,ENORTON,7/25/2024 12:41:24 PM,CRW-00913,1736382.57600531,654547.827447221
1632,JoS,7/7/2023 4:08:25 PM,L,10,2% - 5%,G,0ee0b7e1-7d2b-46d4-aabc-3cd8e9e41c65,ENORTON,7/11/2023 5:30:19 PM,ENORTON,7/15/2024 5:45:56 PM,CRW-00993,1731928.53635697,662397.218244478
1633,LW,10/2/2023 1:53:12 PM,T,10,> 5%,P,3460c637-b836-4fac-90cc-48e4d8296262,ENORTON,10/9/2023 3:25:06 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01830,1750016.02610056,669494.765401065
1634,JoS,8/2/2023 4:38:25 PM,L,10,<= 2%,P,9355f0f0-1f1b-41bf-951b-ffad969e60bb,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:20:00 PM,CRW-01256,1729238.27959839,659828.743066475
1635,JoS,8/2/2023 7:50:01 PM,L,10,2% - 5%,G,61c69977-1f43-40a9-a60a-1ef5efda2a4e,ENORTON,8/8/2023 12:17:10 PM,ENORTON,7/16/2024 4:20:00 PM,CRW-01274,1727980.7286358,659073.339065477
1636,SD,10/6/2023 12:39:13 PM,L,10,2% - 5%,F,f9a006fc-36a9-4302-ac5a-73dd8cb090c9,ENORTON,10/9/2023 3:25:06 PM,ENORTON,10/9/2023 3:25:06 PM,CRW-01859,1725009.26148164,667201.37858364
1637,JoS,8/2/2023 4:21:02 PM,L,8,2% - 5%,P,bf0304d2-5f38-405d-b985-dbcc888a1b80,ENORTON,8/8/2023 12:17:10 PM,ENORTON,8/8/2023 12:17:10 PM,CRW-01253,1729306.34212631,659722.003122479
1638,RL,6/13/2023 11:26:08 AM,L,10,2% - 5%,P,6ed9536f-4d00-4268-8f73-b5ee22a709e1,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/25/2024 1:51:08 PM,CRW-00389,1736391.49101372,672314.290601894
1639,CW,7/14/2023 10:43:03 PM,L,10,2% - 5%,P,de76f542-fb16-44ab-b16b-590bed33af03,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/16/2024 4:47:32 PM,CRW-01095,1730464.33128014,668128.723185644
1640,RL,6/28/2023 3:34:29 PM,T,10,<= 2%,G,bbba1b25-b1ac-4404-b5ae-86a6585fc51f,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00830,1734678.52396722,667603.485390976
1641,CW,5/25/2023 7:45:11 PM,T,12,<= 2%,P,71e7f918-0e44-44f4-a8ac-5857f211a77e,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 2:36:41 PM,CRW-00161,1739479.49664871,664521.209075227
1642,RL,6/7/2023 11:55:03 AM,L,10,<= 2%,P,ea81da1f-91ec-458c-9697-ffc3c98ca6c4,ENORTON,6/22/2023 1:48:41 PM,ENORTON,7/25/2024 2:02:58 PM,CRW-00325,1732876.36746655,676081.793565556
1643,CW,7/14/2023 8:10:09 PM,L,10,<= 2%,P,9b925b68-a1a8-4e3e-b311-6763824a85bb,ENORTON,7/17/2023 4:49:20 PM,ENORTON,7/15/2024 5:22:12 PM,CRW-01088,1731345.11363931,668247.430625394
1644,CW,5/25/2023 8:02:30 PM,T,12,2% - 5%,P,9a30c5e5-592a-4ad2-9ddb-70e230af838b,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 2:36:41 PM,CRW-00169,1740149.49891764,664949.062550232
1645,CW,5/24/2023 8:11:03 PM,L,10,2% - 5%,F,2301c523-18bb-4b16-abfa-2aa1b3c64b1a,ENORTON,5/30/2023 5:31:38 PM,ENORTON,5/30/2023 5:31:38 PM,CRW-00077,1738720.27966322,668598.053939894
1646,MM,6/20/2023 1:42:19 PM,L,10,<= 2%,G,ef3d0deb-f59e-4bdb-ad9f-f35df8a26d61,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:10:40 PM,CRW-00532,1737106.70316596,670907.986327887
1647,KB,6/29/2023 12:09:15 PM,L,10,<= 2%,P,85f34e0a-ec2a-4419-a5f5-b69d2369158c,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00867,1732312.59562822,665161.55950056
1648,RL,6/28/2023 7:05:01 PM,L,10,2% - 5%,P,42948c89-1723-4da3-b3a9-4986a9d1fbc9,ENORTON,7/7/2023 6:35:14 PM,ENORTON,7/25/2024 12:49:53 PM,CRW-00858,1732854.25497797,665488.64710097
1649,CW,10/12/2023 7:47:15 PM,L,10,2% - 5%,G,139cac82-d71f-440a-ad86-d72a0213053c,ENORTON,10/19/2023 3:36:47 PM,ENORTON,10/19/2023 3:36:47 PM,CRW-01902,1750142.40937798,671300.605293304
1650,LW,9/28/2023 1:16:04 PM,L,11,<= 2%,F,02c1a998-ea24-44e0-940b-1df099d61189,ENORTON,10/2/2023 4:52:19 PM,ENORTON,7/11/2024 3:17:46 PM,CRW-01814,1749098.49775189,646228.584243223
1651,CW,5/24/2023 8:50:48 PM,T,8,2% - 5%,G,8829c247-5aa0-484e-8cb8-fa479f49ea6a,ENORTON,5/30/2023 5:31:38 PM,ENORTON,7/25/2024 3:19:15 PM,CRW-00081,1738149.3854638,667985.466582388
1652,MM,6/19/2023 3:22:37 PM,T,17,<= 2%,G,1b5b5256-e86b-4119-9f97-0e9f649a674a,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:24:33 PM,CRW-00492,1735986.89044496,670402.468638137
1653,MM,6/19/2023 6:01:04 PM,T,13,<= 2%,F,f6eb8f1c-d25d-4c59-91d0-53ca079cdd53,ENORTON,6/28/2023 3:39:38 PM,ENORTON,7/25/2024 1:24:33 PM,CRW-00513,1737224.59859946,669722.937844977
1654,CW,8/10/2023 8:38:04 PM,L,10,2% - 5%,P,0e69a9ba-24b1-4af9-be7f-032ba696478a,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/16/2024 3:38:21 PM,CRW-01406,1745279.71667555,663488.748541728
1655,MM,6/15/2023 12:04:11 PM,T,12,2% - 5%,F,0ff2bad9-5e0d-4fb4-8e09-8b6400ad7747,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/17/2024 3:55:40 PM,CRW-00432,1735268.85251097,670787.26478456
1656,CW,10/9/2023 7:56:03 PM,L,10,<= 2%,G,1b6c03e3-1db4-473e-b0cc-994be1eb0644,ENORTON,10/19/2023 3:36:47 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01862,1747179.70467347,672106.107291222
1657,RL,6/12/2023 4:42:21 PM,L,8,2% - 5%,F,eff35144-e691-4543-ba6d-281577023924,ENORTON,6/22/2023 1:53:20 PM,ENORTON,7/25/2024 1:56:27 PM,CRW-00372,1736000.33694039,672153.792563304
1658,LW,8/10/2023 1:26:02 PM,L,10,<= 2%,G,eda3b77f-710a-4911-900b-18dd912d0d9b,ENORTON,8/14/2023 6:03:25 PM,ENORTON,7/16/2024 3:44:11 PM,CRW-01382,1734110.60253088,663427.571498722
1659,KB,12/5/2023 2:39:09 PM,L,10,<= 2%,F,7ef2cbf4-6353-4c40-a3b2-eabe350aede2,ENORTON,12/11/2023 6:52:58 PM,ENORTON,7/15/2024 1:05:51 PM,CRW-02018,1740655.02874647,671951.313309476
1660,LW,10/13/2023 2:17:09 PM,L,10,<= 2%,P,b9e997ba-9a26-4a16-95b3-98c996080efc,ENORTON,10/19/2023 3:36:47 PM,ENORTON,7/15/2024 1:12:20 PM,CRW-01906,1752042.02467322,676341.170343399
1661,RM,4/13/2023 4:53:01 PM,L,10,2% - 5%,F,6a75817a-4502-4d6e-8a57-dd21a444d4ee,VDR-JOMARTIN,5/1/2023 5:59:48 PM,ENORTON,7/25/2024 12:27:35 PM,CRW-00009,1743807.6969818,676098.664594814
1662,SD,9/22/2023 12:45:03 PM,L,10,<= 2%,G,1d783391-d5a4-4724-976d-a779560cb294,ENORTON,9/28/2023 2:05:56 PM,ENORTON,7/15/2024 1:25:22 PM,CRW-01790,1732084.65317072,647812.390458807
